name|description|website|founded_year|stage|sector|business_model|headquarters|employee_count|status|total_funding|last_funding_date|exit_date|exit_value
Eligo eVoting|Diretti verso un futuro a lungo termine dove la digitalizzazione sarà un aspetto centrale della democrazia rappresentativa, abbiamo sviluppato ELIGO - piattaforma cloud di iVoting legale, semplice e sicura - che permette di gestire qualsiasi tipo di elezione statutaria online, in presenza o ibrida.|https://www.eligo.social/|2005||LegalTech, Software, Founded by Women||Milan, Italy|11-50|active||||
Elty|Elty è la piattaforma di DaVinci Salute che ti permette di prenderti cura di te e chi ami. Sul nostro sito e app, avrai a disposizione una vasta gamma di servizi per il tuo benessere fisico e mentale. Con Elty potrai:|http://elty.it/|2019||HealthTech||Milan, Italy|51-200|active||||
Empethy|Empethy è una startup innovativa e società benefit che ha sviluppato la prima piattaforma in Italia per facilitare le adozioni di animali domestici. Questa piattaforma mette in contatto direttamente le strutture di accoglienza con i potenziali adottanti, digitalizzando il processo di adozione in modo semplice e trasparente ed assicurandosi che ogni adottante trovi la sua anima gemella a quattro zampe. Inoltre, Empethy coinvolge le aziende desiderose di avere un impatto positivo sulla comunità in iniziative di responsabilità sociale e coinvolgimento di dipendenti e stakeholder, offrendo loro uno strumento coinvolgente e trasparente per promuovere le adozioni sul territorio.|https://www.empethy.it/|2021|Pre-Seed|Founded by Women, PetTech||Naples, Italy|1-10|active|120.0|||
Enaptiq|"""Enaptiq is a Climate Tech startup from Italy, dedicated to empowering energy utilities with data-driven tools that help end consumers actively contribute to the green transition."|https://enaptiq.com/|2024||AI||Turin, Italy|1-10|active||||
Enigma|Enigma is an Italian start-up spin-off of the Politecnico di Milano that develops new innovative and technologically advanced systems to protect the identity of physical objects. The system is able to uniquely identify both batches of product and the individual physical object (thus guaranteeing traceability) even on large batches. Our solution offers a unique level of security, thanks to a two-level protection system.|https://www.enigma-security.ink/|2023||Software, Security, B2B, Cybersecurity||Milan, Italy|1-10|active||||
Eoliann|Extreme weather events have increased by 345% in the last 50 years because of urbanization and climate change, creating an aggregated economic loss of $ 5,2 trillion.|https://www.eoliann.com/|2021|Seed|GreenTech, Sustainability, Founded by Women||Turin, Italy|11-50|active||||
Equal Education|L’obiettivo di Equal, prodotto di Play.ed srls, è di fornire agli apprendenti e ai loro insegnanti opportunità efficaci di didattica digitale integrata, individualizzazione e personalizzazione dell’apprendimento attraverso l’uso delle più recenti scoperte tecnologiche e neuroscientifiche, con il fine di agevolare l’apprendimento della matematica. I primi indicatori sociali su cui Equal mira ad avere un impatto sono in linea con le necessità della scuola evidenziate negli ultimi anni dal MIUR: riduzione della dispersione scolastica e aumento degli iscritti a lauree di discipline STEM, partendo dal problema che vede uno studente su tre insufficiente in matematica durante gli studi di scuola secondaria. Il prodotto è una soluzione di realtà aumentata multipiattaforma che attraverso l’utilizzo di un algoritmo di machine learning permette di scansionare con il proprio dispositivo elettronico (cellulare, tablet o pc) un esercizio matematico scritto su carta(o lavagna) per poterlo eseguire digitalmente, offrendo grazie all’uso di intelligenza artificiale aiuto step by step, learning analytics e feedback a studente e insegnante. Il vantaggio competitivo di Equal è dato questa natura ibrida che offre un ponte tra didattica tradizionale e didattica digitale. Attraverso l'adozione iniziale da parte di un numero ridotto di studenti è programmato uno sviluppo agile in co-design del prodotto (i dati di utilizzo degli utenti saranno fondamentali per portare avanti lo sviluppo del prodotto attraverso utili feedback, permettendoci di capire come migliorare il sistema aggiungendo elementi necessari ed evitando caratteristiche superflue). L’obbiettivo di Play.ed Srls è di innovare l’educazione con il fine di migliorarla, offrendo pari opportunità a tutti gli apprendenti.|https://www.linkedin.com/company/equaledu/|2021||EdTech||Florence, Italy|1-10|active||||
Equixly|Equixly is revolutionizing application security by empowering developers and organizations to build more secure software, elevate their security posture, and stay ahead of emerging threats.|https://equixly.com/|2025||Cybersecurity, AI||Verona, Italy|11-50|active||||
Etrash|Etrash è un cestino intelligente in grado di smistare automaticamente i rifiuti nel compartimento corretto grazie a una soluzione tecnologica innovativa basata sull'identificazione del materiale di cui è composto il rifiuto.|https://www.etrash.it/|2021||GreenTech, AI, Sustainability||Treviso, Italy|1-10|active||||
E-Wawe|E-wawe e is a turn-key solution for the B2B clients that want to become efficient in managing all the resources needed in a building or in a plant.|https://e-wawe.com/|2023||BioTech, GreenTech, B2B, Sustainability||Milan, Italy|1-10|active||||
FABA|FABA è una startup italiana nata a Treviso nel 2019, che opera nel mercato in crescita dell’EdTech. La nostra missione è diventare il punto di riferimento nel divertimento educativo, unendo smart toys e contenuti audio editoriali pensati per bambini da 0 a 10 anni. Il nostro prodotto di punta, il Raccontastorie, è già nelle case di oltre 320.000 famiglie, che lo considerano un’alternativa educativa sicura e coinvolgente. Questo gioco educativo accompagna i bambini nella crescita, avvicinandoli all’esperienza dell’audiolibro e riducendo il tempo davanti agli schermi.|https://www.myfaba.it/|2019|Series A|EdTech, Founded by Women||Treviso, Italy|11-50|active||||
FAST COMPUTING SRL|FAST Computing è una startup innovativa nata dal SISSA mathLab di Trieste, con l’obiettivo di portare sul mercato modelli matematici ridotti (ROM) capaci di simulare sistemi complessi (fluidodinamica, riconoscimento immagini, digital twin) in tempo reale su normali PC o laptop. Le tecnologie consentono riduzioni significative di tempo (fino a 100×) e consumo energetico (fino a 80 %), con applicazioni in settori industriali e biomedicali tramite le piattaforme ARGOS e ATLAS|https://www.fastcomputing.net/|2022|Pre-Seed|Software, IoT, AI, Machine Learning||Trieste, Italy|1-10|active||||
Finanz|FINANZ è l’app italiana che trasforma l’educazione finanziaria in un’esperienza semplice, interattiva e motivante, per imparare a gestire al meglio i propri soldi. Finanz vuole rendere il mondo della finanza personale accessibile a tutti, guidando chiunque – anche chi parte da zero – a diventare padrone delle proprie scelte economiche. 🧠💪|https://finanzapp.io/|2023|Pre-Seed|B2C, Mobile, EdTech||Milan, Italy|1-10|active|600.0|||
FiscoGenio AI|FiscoGenio – L'AI che ottimizza la ricerca fiscale|https://www.fiscogenio.ai/|2025||AI, Software||Milan, Italy|1-10|active||||
Fiscozen|Noi siamo Fiscozen.|https://www.fiscozen.it/|2018||B2B, SaaS||Milan, Italy|51-200|active||||
Flami|Flami is a corporate fertility benefit that helps your female employees to navigate fertility.|https://www.flami.io/|2023||Founded by Women, HealthTech||Turin, Italy|1-10|active||||
Fler|Fler is Italy's first self-care and body brand offering shameless, high-quality, and affordable shaving products straight to your door.|https://flerworld.com/it|2021|Seed|Retail, Founded by Women, E-commerce||Milan, Italy|1-10|active||||
Flow-Nano|Flow-nano has developed Vanadís Solution™, a nanostructured electrode, designed with a superior specific surface area and catalytic activity, that enables a fourfold increase in Vanadium Redox-Flow Batteries (VRFB) power density. The VRFB technology is a key asset to unlock the real potential of renewables: they can store large amount of energy in a safely manner and with an unlimited lifetime, from few to tens of hours. VRFB represents a real solution for Utility-Scale Long Duration Energy Storage. We unlock the Vanadium Redox Flow Batteries potential to make the energy transition possible.|https://www.flow-nano.com/|2023||GreenTech, Sustainability||Milan, Italy|1-10|active|1.0|||
Fluida|Fluida is designed to make international business payment instant, low-cost, and global leveraging disruptive technology such as stablecoins and the blockchain.|https://www.getfluida.com/|2025|Pre-Seed|B2B, Blockchain, FinTech||Milan, Italy|1-10|active|200.0|||
Focoos AI|Focoos AI simplifies and accelerates the adoption of artificial vision by offering a platform equipped with ready-to-use neural networks that are easily adaptable to user needs, significantly reducing development time and costs. This enables the deployment of vision capabilities on a variety of devices, including those with low power consumption, thereby lowering usage costs and making advanced vision technologies accessible to a broader range of applications and industries.|https://focoos.ai/|2022|Seed|AI, Software||Turin, Italy|1-10|active||||
Foreverland Food|We are an Italian foodtech startup and benefit corporation that creates new ingredients for a delicious future. 🌍 Choruba is our alternative chocolate from Carob! 🍫 We aim to make ingredients accessible to everyone, ensuring they are not only delicious but also sustainable and future proof. 🌱|https://foreverland.it/|2023||FoodTech||Milan, Italy|1-10|active||||
Freedome|Nel 2019 nasce Freedome, il primo portale di esperienze outdoor in Italia. Oggi il catalogo conta oltre 5.000 esperienze su tutto il territorio nazionale, guidate da professionisti del settore: dal rafting al volo in parapendio, dalla passeggiata a cavallo all’escursione in barca e tante altre.|https://freedome.it/|2019|Series A|Travel, B2C, Tourism, Sport, Marketplace||Milan, Italy|11-50|active||||
FunniFin - Financial Wellbeing|Welcome to FunniFin, your employees Financial Help Desk!|https://www.funnifin.com/|2021||Software, HR||Florence, Italy|1-10|active||||
Futura|Futura makes high quality education accessible to everyone. Our AI-based platform optimizes your study time and test scores by learning from your past mistakes and targeting weak points with extra attention. We completely personalize learning, using a data-driven approach and modular classes that adapt to students’ individual needs.|https://adt.futura.study/|2019|Series A|EdTech||Milan, Italy|11-50|active||||
Galene.AI|Galene.AI accelera l’innovazione nelle imprese con soluzioni AI sicure, etiche e scalabili. Grazie ad Agentic AI e strumenti di AI Governance, aiutiamo le aziende a massimizzare il potenziale produttivo nel rispetto del quadro normativo europeo. Ponendo l’uomo al centro del cambiamento tecnologico, preserviamo il know-how e valorizza il capitale umano, trasformando l’adozione dell’intelligenza artificiale in un’opportunità di crescita sostenibile e consapevole.|https://galene.ai/|2025||AI, Software||Milan, Italy|11-50|active||||
Gamindo|"Grazie al nostro ultimo prodotto, Gamindo Builder, è possibile creare e personalizzare in modo semplice e veloce dei ""contenuti gamificati"" che possono essere utilizzati internamente in azienda (formazione, onboarding, eventi) e verso i propri clienti (lead generation, loyalty, engagement)."|https://www.gamindo.com/it/|2018|Seed|AdTech, Marketing, Gaming||Treviso, Italy|11-50|active|533.983|||
Gastona|Manda tutti a rotoli, scegli Gastona! 🧻 Se sei tra quelle persone che hanno finalmente realizzato che questa terra non è un cesso pubblico, tu e Gastona vi meritate a vicenda. Te la spediamo pure gratuitamente solo quando ne hai bisogno, possiamo fare altro?!|https://gastona.it/|2022|Bootstrapped|Sustainability, E-commerce||Pordenone, Italy|1-10|active|0.0|||
Geentoo|Hai un’idea brillante ma non il giusto team per poterla realizzare? Oppure sei alla ricerca di un progetto innovativo a cui contribuire? Geentoo è il primo e unico network che connette idee e talenti con competenze complementari e ti permette di creare il team perfetto per trasformare i tuoi sogni in realtà!|https://www.geentoo.com/|2025|Bootstrapped|Community||Milan, Italy|1-10|active||||
Gemini Security|A powerful, user-friendly solution designed to protect your platform from automated threats & online frauds.|https://www.geminisecurity.io/|2023||Software, Cybersecurity||Bergamo, Italy|1-10|active||||
Genoa Instruments|Genoa Instruments is an innovative startup dedicated to transforming the field of biomedical and health research through advanced super-resolution optical microscopy.|https://www.genoainstruments.com/|2019||HealthTech, BioTech||Genoa, Italy|1-10|active||||
Glaut|Glaut, an AI-powered customer research software for large-scale research projects.|https://www.glaut.com/|2024||SaaS, AI, Software||Milan, Italy|1-10|active||||
Golee|Golee is the one-stop solution for sport clubs. We make innovative, easy-to-use products that empower clubs to better manage their daily operations, increase revenue and improve sportive activities.|https://golee.it/|2017|Seed|Sport, E-commerce, SaaS||Milan, Italy|11-50|active|726.013|||
Go Parametric|Go Parametric is a blog made with great passion for innovating in design and breaking the expectations of our readers. Production and presentation of awesome projects are the main sources of our inspiration and energy to always go all-in with efforts and knowledge.|https://goparametric.com/|2022||Design||Milan, Italy|1-10|active||||
Grateful.social|Grateful è il primo Mental Health Social Network interamente dedicato alla psicoterapia. Una piattaforma pensata per creare un nuovo ambiente sano ed inclusivo in grado di dare spazio ad una forte Community e permettere diversi servizi per il benessere.|https://grateful.social/|2024||HealthTech, Mobile||Milan, Italy|1-10|active||||
GRID+|GRID+ è una startup innovativa, formalmente riconosciuta come startup accademica dell’Università “La Sapienza” di Roma, che nasce dalla collaborazione tra manager nel campo IT, studenti PhD e ricercatori. Vogliamo rispondere all’esigenza di digitalizzazione delle imprese attraverso il trasferimento del know-how scientifico dal mondo accademico a quello aziendale. Valorizziamo la grande mole di dati che genera la tua azienda con soluzioni AI as a Service. Non dovrai gestire in-house la complessità di tali tecnologie, né dover investire in risorse e hardware dedicati: pensiamo noi a tutto.|https://www.gridplus.it/|2023||AI, Contech||Rome, Italy|1-10|active||||
GRLS|Siamo una piattaforma che utilizza l’AI per potenziare la diversità nel mercato del lavoro, supportando le aziende nel rispetto delle strategie mirate alla Diversity, Equity, Inclusion e Belonging e facilitando l’inserimento di talenti diversificati.|https://grls.it/|2021|Pre-Seed|AI, HR, Software, Founded by Women||Milan, Italy|1-10|active|100.0|||
Groupy|Groupy s.r.l. è una piattaforma innovativa di supporto psicologico che rende la terapia di gruppo accessibile, inclusiva e a portata di clic.|https://www.groupytherapy.it/|2024||Welfare, Founded by Women, HealthTech||Rome, Italy|1-10|active||||
Guidoio|🚗 Guidoio is a digital platform that is redesigning the driving school experience in Italy, enabling you to enrol in just two minutes and manage bookings and your training via app.|https://www.guidoio.com/|2022|Pre-Seed|B2C, Mobility, Mobile, EdTech||Milan, Italy|11-50|active|700.0|||
HAT Music|Il nostro obiettivo: ridefinire il networking nell'industria musicale|https://hatmusic.it/|2018||Founded by Women, Music, Mobile||Milan, Italy|1-10|active||||
Health Brands Lab|Creiamo, sviluppiamo e incubiamo nuove idee e marchi nell’industria della salute e della bellezza, con un focus specifico sulla Nutraceutica e la Dermocosmesi. Crediamo nella scienza e nelle sue formulazioni per offrire soluzioni di prodotto efficaci, innovative e sicure con lo scopo di aiutare le persone a rimanere in salute, sentirsi bene ed essere naturalmente belle. Sappiamo che un corpo, una mente e una pelle sani ci rendono naturalmente belli e attivi, in tutte le fasi della vita.|https://healthbrandslab.com/|2023||HealthTech, B2C||Treviso, Italy|1-10|active||||
Heloola|Heloola is a unique platform that redefines the reading journey. Every month, a team of experts carefully selects a standout among new releases.|https://heloola.com/|2019|Pre-Seed|Founded by Women, Media, EdTech||Milan, Italy|1-10|active|120.0|||
HelpyTravel|Helpy Travel saves you time, increases revenue, and delights your guests with a personalized digital guide.|https://helpytravel.com/en|2024||AI, Travel||Rome, Italy|1-10|active||||
HEU|HEU è una AI-powered legal platform che permette ad aziende, startup e professionisti di automatizzare e gestire in maniera condivisa e semplificata i propri contratti. Grazie a creazione con AI, template, impaginazione del testo gestita dall’editor e firma elettronica integrata il tempo di creazione, modifica, invio e firma dei contratti viene drasticamente ridotto fino al 90%.|https://www.heulegal.com/|2022||SaaS, LegalTech, AI, B2B||Naples, Italy|1-10|active||||
Hi!Founders|We connect startups with the right people.|https://www.hifounders.com/|2021|Pre-Seed|Community, Events||Milan, Italy|1-10|active|0.0|||
hiop|We are hiop.|https://www.hiop.io/it/|2020|Seed|Machine Learning, AI||Milan, Italy|11-50|active||||
Hodlie|Hodlie è una piattaforma avanzata che utilizza l'intelligenza artificiale per automatizzare la gestione degli investimenti in criptovalute. La nostra tecnologia consente di ottimizzare i portafogli in tempo reale, adattandosi dinamicamente alle condizioni di mercato e al profilo di rischio di ciascun investitore. Con Hodlie, investire in criptovalute diventa semplice ed accessibile, permettendo agli utenti di delegare completamente o parzialmente la gestione dei loro asset digitali.|https://hodlie.ai/|2023||Crypto, AI||Genoa, Italy|1-10|active||||
HOFU|HOFU è la piattaforma che ti accompagna lungo tutto il percorso di interior design, dalla progettazione fino al montaggio dei mobili.|https://www.hofu.it/|2024||Design, Software||Brescia, Italy|1-10|active||||
Home2Car|Home2Car è una startup basata sulla sharing economy che vuole rivoluzionare il settore della mobilità elettrica e la concezione dell'elettrico italiana.|https://home2car.github.io/|2024||Mobility, GreenTech||Milan, Italy|1-10|active||||
HoverSpect|At HoverSpect, we are on a mission to automate repetitive indoor vision tasks like inventories and inspections using autonomous drones and AI. Our goal is to simplify these operations, making them faster, safer, and more accurate.|https://hoverspect.com/|2024|Pre-Seed|Robotics, AI||Milan, Italy|1-10|active||||
Huxelerate|Huxelerate is an Italian software company dedicated to revolutionizing software efficiency to address the computing challenges of the future.|http://huxelerate.it/|2019||Software||Milan, Italy|1-10|active||||
Hybitat|Produzione attrezzature energie rinnovabili|https://www.hybitat.tech/|2020||GreenTech||Milan, Italy|1-10|active||||
Icoxair|More than sanitization devices, beyond the simple air purifier: Icoxair created a new way of living the world, with the most natural technology ever|https://www.icoxair.com/|2021||BioTech||Milan, Italy|1-10|active||||
IdentifAI - Find Origin|At identifAI, we firmly believe that every human being holds the right to discern whether what they are seeing has been originated from an artificial system or a human creator.|https://www.identifai.net/|2024||Machine Learning, AI||Cesena, Italy|1-10|active||||
Idrogena|Idrogena progetta e fornisce soluzioni a basso costo e a zero emissioni di carbonio. Questa è la loro missione audace: essere leader tecnologico nella produzione di idrogeno puro e conveniente e di materiali puliti, che trasformeranno il futuro ambientale del pianeta.|https://www.idrogena.it/en/|2022||B2B, GreenTech, Sustainability||Marrubiu, Italy|1-10|active||||
iGenius|Founded in 2016, iGenius is an AI company specialized in AI products tailored for highly regulated sectors, including financial services, government, and heavy industry.|https://www.igenius.ai/|2016||AI||Milan, Italy|51-200|active||||
ilmiobrokerassicurativo|Assicurazione 3.0. L'Assicurazione Intelligente che si integra. Digitale, Semplice, Innovativa|https://ilmiobrokerassicurativo.it/|2023|Pre-Seed|AI, InsurTech||Turin, Italy|1-10|active|470.0|||
Il Punto Economico|Siamo la community (da oltre 250mila persone) per chi vuole capirne di più di Economia, Attualità e Finanza, in modo super semplice e senza giri di parole!|https://www.instagram.com/ilpuntoeconomico/|2020||Media, Crypto, FinTech||Milan, Italy|1-10|active||||
Incos|Siamo una start up innovativa che si propone di rivoluzionare l'ambito della skincare, passando da un approccio personalizzato a uno unico e su misura. Per realizzare questa visione, la startup concorre sul mercato quattro marchi distinti, Glowal Milano, Glowal Essential, BEauty Tune e If.So, ciascuno rivolto a un pubblico specifico e diverso, ma convergendo verso il medesimo obiettivo.|https://www.incos.company/|2021||B2C, Sales, HealthTech||Palazzolo sull'Oglio, Italy|1-10|active||||
indigo.ai|La piattaforma leader in Italia per assistenti virtuali basati sull’AI conversazionale ✨ Aiutiamo le aziende a evolvere la propria Customer Experience grazie ad Agenti AI di ultima generazione|https://indigo.ai/it/|2016|Series B|Machine Learning, SaaS, AI||Milan, Italy|11-50|active||||
Inesto|Progettiamo esperienze di coliving e coworking per creativi, nomadi digitali e freelancer in luoghi unici e remoti. Creiamo connessioni e facilitiamo la crescita personale e sociale facendoci motore di un cambiamento tangibile sui territori e sulla società.|http://www.inesto.it/|2020||Travel, Founded by Women, Tourism||Milan, Italy|1-10|active||||
Influeppy|Benvenuti su Influeppy, la piattaforma all'avanguardia nel mondo dell'influencer marketing.|https://www.influeppy.com/|2023||Marketing||Genoa, Italy|1-10|active||||
Inscaler|Your GTM Co-Pilot. Sales, Marketing, and Growth Fractional Co-Pilots to help you build and scale your early-stage startup.|https://www.inscaler.com/|2024||Sales, Marketing||Oleggio, Italy|1-10|active||||
Inspector|Inspector is a Code Execution Monitoring tool that helps software developers identify errors and bottlenecks in their applications automatically. Before customers stumble onto the problem.|https://inspector.dev/|2019||Software||Naples, Italy|11-50|active||||
Intella|🔍 AI for Space Operations At Intella, we develop mission-critical AI software that enables satellite operators to move from reactive monitoring to proactive, data-driven decision-making.|https://www.intella.tech/|2023||Aerospace, AI, Machine Learning||Milan, Italy|11-50|active||||
IONION|At IONION, we aim to revolutionize the semiconductor industry with cutting-edge, customizable processor solutions that are secure, high-performing, and cost-effective. Powered by RISC-V technology, our patented innovations ensure unparalleled hardware security, optimized performance, and resilience for high-end systems.|https://www.ionion.it/|2025||BioTech||Milan, Italy|1-10|active||||
Italynsect|Evolveat è una startup food tech italiana che rivoluziona l’alimentazione sostenibile con ingredienti a base di grilli. Alleviamo e trasformiamo internamente grilli 100% italiani, creando soluzioni alimentari ad alto contenuto proteico e basso impatto ambientale. Controlliamo l’intera filiera, dalla produzione alla trasformazione, per garantire qualità, tracciabilità e responsabilità ambientale. La nostra missione è ridefinire il cibo con proteine alternative e sostenibili, coniugando innovazione e tradizione Made in Italy.|https://www.italynsect.it/|2022||FoodTech, B2C||Camerata Picena, Italy|1-10|active||||
j4energy|We are forging a decarbonized future by resolving the Energy Efficiency & Sustainability Gap Paradox: despite the availability of technologies capable of unlocking remarkable cost reductions and CO2 savings these opportunities are mainly lost due to the complexity and substantial resources required to harness them.|https://www.j4.energy/it/homepage/|2023|Seed|GreenTech, Machine Learning, Sustainability||Padova, Italy|11-50|active||||
Jet HR|Jet HR rende incredibilmente semplice gestire il personale di un’azienda: paghe, welfare, computer, visite mediche e tanto altro. Abbiamo ripensato il modo di fare HR, eliminando tutto ciò che è macchinoso e semplificando ogni intervento sul personale. Siamo finanziati dai migliori fondi VC (Exor Ventures, Italian Founders Fund e altri 6 fondi), dai migliori imprenditori italiani (i fondatori di Casavo, Satispay, Scalapay, Bending Spoons, Musixmatch, Talent Garden, Oyster HR, etc) e dai migliori manager del settore HR.|https://www.jethr.com/|2024|Series A|B2B, SaaS, HR||Milan, Italy|51-200|active||||
Joinrs|Joinrs è la finestra sul mondo del lavoro per universitari e profili junior. Permette a job seeker e aziende una scoperta reciproca grazie a esperienze di condivisione e orientamento.|https://www.joinrs.com/it/|2014|Seed|Founded by Women, AI, HR||Milan, Italy|11-50|active||||
justfolib|justfolib è il marketplace N°1 della fotografia immobiliare.|https://www.justfolib.com/|2020||Marketplace||Rome, Italy|1-10|active||||
JustinShop|JustinShop è il marketplace per i negozi locali di abbigliamento, accessori e design.|https://about.justinshop.it/|2023|Seed|E-commerce, Marketplace, Retail||Arco, Italy|1-10|active|800.0|||
JUSTSOLVE|We work to ensure that borrowers who fall behind on debt are treated with dignity. Owing to outdated processes and bad actors, traditional debt collection is rife with harassment and fraud. Our products tackle this by helping financial institutions modernize collections, giving borrowers simpler and more compassionate ways to get back on track.|https://just-solve.com/|2023||Software, Founded by Women||Turin, Italy|1-10|active||||
Kampaay|Kampaay is the solution that facilitates the management and organisation of events through a digital tool based on corporate strategy.|https://www.kampaay.com/|2019||Software||Milan, Italy|11-50|active||||
Keplero AI|Keplero AI develops AI virtual assistants designed for seamless deployment across all customer service touchpoints, enabling companies to automate their interactions efficiently.|https://keplero.ai/|2023|Pre-Seed|AI, SaaS||Latina, Italy|1-10|active|400.0|||
Klaaryo|Klaaryo is a conversational infrastructure designed to optimize high-volume hiring operations for enterprise and mid-sized companies.|https://klaaryo.com/|2024|Pre-Seed|SaaS, HR, AI||Milan, Italy|1-10|active|500.0|||
Klear|Klear is an innovative startup reshaping wealth management by providing a fully digital and independent solution. Founded in 2024 by a team of entrepreneurs with deep expertise in artificial intelligence and finance, Klear is committed to making personal finance management accessible, intuitive, and transparent for everyone.|https://www.klearfinance.com/|2024||FinTech, AI, EdTech||Milan, Italy|1-10|active||||
Koomy|Leggi, condividi e organizza i tuoi manga preferiti dove e quando vuoi in modo chiaro, semplice e intuitivo.|https://app.koomy.it/|2023||Entertainment||Castiglione d'Adda, Italy|1-10|active||||
Kuba Labs|WhatsApp Marketing Automation app ➡️ aumenta la vendite del tuo ecommerce grazie alle automazioni Whatsapp.|https://kubalabs.com/|2023||Marketing, Software||Trento, Italy|1-10|active||||
Learnn|Learnn è la soluzione più facile, veloce ed economica per professionisti e team per formarsi e rimanere aggiornati nel digitali.|https://learnn.com/|2019|Bootstrapped|SaaS, EdTech||Milan, Italy|1-10|active|0.0|||
LEVELS|LEVELS è una startup italiana specializzata nello sviluppo di software basato su Generative AI per l'elaborazione e analisi automatica di dati non strutturati (documenti, immagini e testi). Sviluppiamo software e operatori digitali che automatizzano processi documentali complessi, come supporto alla gestione della sicurezza nei cantieri (LEVELS OS) e gare d'appalto (LEVELS OG).|https://www.levelstech.it/|2024|Bootstrapped|Machine Learning, AI||Milan, Italy|1-10|active||||
LexHero|LexHero è l'editor dedicato alla redazione di documenti contrattuali che aiuta studi, professionisti e imprese nella gestione del ciclo di vita dei documenti legali.|https://lexhero.com/|2021|Pre-Seed|LegalTech||Palermo, Italy|1-10|active|120.0|||
Lexroom.ai|Lexroom.ai è la tech company leader in Italia nel settore Legal Tech. Pioniere fin dal primo giorno nell’innovazione digitale per il mondo legale, grazie alla più avanzata soluzione AI-based custom, nasce con l’obiettivo di potenziare i professionisti legali, aumentarne l’efficienza e liberare tempo per attività ad alto valore aggiunto. 🚀|https://www.lexroom.ai/|2023|Pre-Seed|AI, Founded by Women, LegalTech, SaaS||Milan, Italy|11-50|active|500.0|||
LIA|LIA è la prima piattaforma che aiuta le aziende B2B a incassare più velocemente le fatture scadute, automatizzando l’intero processo: dai solleciti ai piani di rientro, fino alla fase legale. Comunica sempre in whitelabel, con il tono di voce dell’azienda, e interviene dal primo giorno di ritardo. LIA permette di ridurre fino all’80% i tempi di incasso, senza stress per l’amministrazione e senza rovinare i rapporti con i clienti. Nessuna percentuale trattenuta: solo un modello chiaro, etico e attivabile in pochi minuti.|https://www.getyourlia.com/|2024|Pre-Seed|LegalTech, AI||Bologna, Italy|1-10|active||||
Lift Energy|Lift Energy is an Italian cleantech company focused on designing and implementing innovative solutions for energy efficiency and renewable energy integration in both industrial and civil sectors. The company offers a wide range of services, including energy audits, feasibility studies, design and installation of photovoltaic systems, energy management systems, and tailored efficiency improvements for manufacturing plants, commercial buildings, and public infrastructure. Their mission is to help businesses and organizations reduce energy consumption, lower carbon emissions, and achieve sustainability goals through technologically advanced and economically viable projects. By applying a stable inorganic coating on the surface of lithium, it is possible to produce rechargeable metallic lithium batteries that are stable, efficient, and above all, safe. These batteries have an energy density that is about 100% higher than current rechargeable lithium-ion batteries, thanks to the enormous electrical capacity of metallic lithium. Our technology can also be integrated into every future battery, including solid-state batteries.|https://www.lift-energy.it/|2023||Sustainability, GreenTech||Milan, Italy|1-10|active||||
Liquinvex|Una nuova era per il collezionismo di fine wines! Scarica l'app e inizia a costruire la tua cantina su Liquinvex!|http://www.liquinvex.com/|2022||Luxury, Marketplace||Florence, Italy|1-10|active||||
lit|Noi di lit miriamo a rendere il risparmio energetico facile, veloce ed efficace per tutti, anche per l'ambiente attraverso servizi di smart-monitoring energetico comprensibili, affidabili e user-first.|https://www.itslitbox.com/|2022|Pre-Seed|Founded by Women, GreenTech||Rome, Italy|1-10|active|85.0|||
Lithium Lasers|Lithium Lasers is a pioneering manufacturer of high-power, high-frequency femtosecond lasers. Our cutting-edge systems deliver ultrashort pulses at unprecedented repetition rates (0.2 and 0.8 GHz) in a compact design, revolutionizing material processing applications. Through our patented GHz-burst technology, we empower micromachining with unmatched precision and speed. With an advanced application lab, we conduct feasibility studies on glass, plastics, metals, alloys, and composites|https://lithiumlasers.com/|2019||Robotics||Milan, Italy|1-10|active||||
LITHIUM LASERS|Lithium Lasers è un produttore pionieristico di laser femtosecondi ad alta potenza e alta frequenza.|https://lithiumlasers.com/|2019|Seed|HealthTech, Aerospace, Robotics, B2B||Rovereto, Italy|1-10|active||||
Litlyx|Litlyx provide a more human alternative to Google Analytics 4. Designed for founders, web agencies, and product teams who value clarity and control, without compromising privacy.|https://litlyx.com/|2024|Pre-Seed|SaaS, AI, Software||Rome, Italy|1-10|active||||
Localyte|Current sensors fall short when it matters most. Localyte transforms the game with cutting-edge AI and sensor fusion, boosting sensor performances and ensuring precise geolocation even in GPS-denied environments, tunnels or urban jungles.|https://www.localyte.tech/|2024|Pre-Seed|AI, Mobility, Founded by Women||Rome, Italy|1-10|active||||
Lokit|Lokit is an Urban Tech company specialized in the production of softwares and IoT devices for smart city services.|https://lokit.it/|2021|Pre-Seed|AI, IoT, Sustainability||Bari, Italy|1-10|active|84.08|||
Ludotechnic|Ludotechnic è una start-up innovativa con sede a Ravenna, specializzata nella progettazione di dispositivi interattivi per la didattica. Con le nostre proposte puntiamo ad offrire soluzioni dedicate al mondo scuola, attraverso le quali gli studenti possono esplorare un approccio nuovo all'apprendimento, in linea con le indicazioni fornite dal metodo Montessori.|https://www.ludotechnic.com/|2024||EdTech||Ravenna, Italy|1-10|active||||
